name,desc,tags,price,cicle,spec,new_spec,pay_type,desc_process,lof_label,labels
企业微信群广场人脉群广告资源大厅群附近群裂变付费入群VIP系统开发,"软件结合企业微信，可以实现有效裂变
企业微信活码（突破7天有效限制）不懂的私聊客服
企业微信自动打招呼、群发消息、素材、不用借助其他机器人等工具（个人号需要）",,10000.0,1次,小程序,小程序,1.0,软件 结合 微信 实现 有效 裂变 微信 活码 突破  天 有效 限制 不 私聊 客服 微信 自动 打招呼 群发 消息 素材 不用 借助 机器人 工具 个人 号 需要,1,0
云课堂在线教育-视频直播,云课堂是一款以微信H5为依托的教育直播系统，是一款全行业通用的直播网课，在线观看视频软件。直播课程、报名课程、视频课程、音频课程、知识付费一网打尽，打破传统课堂，集合多种营销功能，让在线学习更便捷。,在线教育，直播授课，多场景教学，多种变现途径,19800.0,1年,独立部署,独立部署,2.0,云 课堂 一款 以微信 H 依托 教育 直播 系统 一款 全 行业 通用 直播 网课 在线 观看 视频 软件 直播 课程 报名 课程 视频 课程 音频 课程 知识 付费 一网打尽 打破 传统 课堂 集合 营销 在线 学习 更 便捷,1,0
托优宝——智慧托育系统,托优宝是专为新一代托育机构打造的智能托育云平台，致力于推进托育行业数字化、智能化进程，通过聚合、助力优质服务者，为百万托育机构提供安全照护、家园共育、智能招生、科学运营等全方位、高品质的信息化服务，帮助机构实现跨越式增长，引领托育信息化未来。官网：www.tyb001.com,saas，托育，托幼,0.0,7天,标准版,标准版,2.0,托 优宝 专为 新一代 托育 机构 打造 智能 托育云 平台 致力于 推进 托育 行业 数字化 智能化 进程 聚合 助力 优质服务 百万 托育 机构 安全 照护 家园 共育 智能 招生 科学 运营 全方位 高品质 信息化 服务 帮助 机构 实现 跨越式 增长 引领 托育 信息化 未来 官网 wwwtybcom,1,3
建设工程消防设计审查、验收及备案服务系统,建设工程消防设计审查、验收及备案服务系统，实现对建设工程消防设计审查、消防验收、消防备案及抽查工作的综合化管理。,行业软件,2000000.0,1次,套,套,1.0,建设工程 消防 设计 审查 验收 备案 服务 系统 实现 建设工程 消防 设计 审查 消防 验收 消防 备案 抽查 工作 综合化 管理,1,0
全国省市县行政区划分信息搜索,根据地区关键词给出所有相关地区数据，level为地区行政等级，可根据level控制返回数据精度，可选值：province/city/distrct/street,行政区划分，地理信息,0.0005,1年,"5.00元/10,000次",0.0005,0.0,地区 关键词 给出 所有 相关 地区 数据 level 地区 行政 等级 level 控制 返回 数据 精度 可选值 provincecitydistrctstreet,1,3
白小极餐饮外卖系统,餐饮外卖一体化小程序系统。,,12.0,1个月,标准版,标准版,2.0,餐饮 外卖 一体化 小程序 系统,1,2
成弈电商SAAS小程序,电商小程序，数十种营销插件！,电商,2580.0,1年,标准版,标准版,2.0,电商 小程序 数十种 营销 插件,1,2
众创全功能版分销商城电商新零售购物直播小程序/公众号/H5,功能：二级分销、团队分红、区域代理、招商分红、股东奖励、业绩奖励、社交电商、异业联盟、拼团拼购、会员营销、直播带货、共享股东、聚合供应链等，众创系统帮你轻松玩转微信社交电商，无需开发一键启用，丰富的营销插件，DIY店铺模板，快速搭建小程序。,电商，多门店，多商户，O2O，小程序商城,15642.85714,7天,小程序版本,小程序版本,2.0,二级 分销 团队 分红 区域代理 招商 分红 股东 奖励 业绩 奖励 社交 电商 异业 联盟 拼团 拼购 会员 营销 直播 带货 共享 股东 聚合 供应链 众创 系统 帮 轻松 玩转 微信 社交 电商 无需 开发 一键 启用 丰富 营销 插件 DIY 店铺 模板 快速 搭建 小程序,1,0
城图-智能建造数字化底座组件-基础版,城图CityBase智能建造数字化底座，提供项目层级的工程项目全过程数字化无纸化体系数字底座，业务流程体系及API接口配置环境。,,0.0,-1,-1,-1,,城图 CityBase 智能 建造 数字化 底座 项目 层级 工程项目 全过程 数字化 无纸化 体系 数字 底座 业务流程 体系 API 接口 配置 环境,1,3
系统保障|系统安全保障 |系统运维|系统维护|系统全方位远程服务|安全运维,通过远程或现场的方式，在用户业务高峰期就系统性能评估、压测，结构部署等，并提供7*24技术保障，保障用户系统在高并发业务场景下的稳定运行。,系统优化，系统保障，系统配置，系统运维，系统安全,4000.0,1次,任意云服务器【单次】,任意云服务器【单次】,1.0,远程 现场 方式 用户 业务 高峰期 系统 性能 评估 压测 结构 部署  技术 保障 保障 用户 系统 高 并发 业务 场景 下 稳定 运行,1,2
ICP域名网站|快速加急备案|全国非经营性互联网信息服务备案核准,陆卡咨询为中小微企业加急办理非经营性互联网信息服务备案核准，特价办理3-20工作日不等。承接全国非经营性互联网信息服务备案核准办理业务，办理非经营性互联网信息服务备案核准就找陆卡咨询。,资质认证,800.0,1次,ICP备案,ICP备案,1.0,陆卡 咨询 中小 微 加急 办理 非经营性 互联网 信息 服务 备案 核准 特价 办理  工作日 不 承接 全国 非经营性 互联网 信息 服务 备案 核准 办理 业务 办理 非经营性 互联网 信息 服务 备案 核准 找 陆卡 咨询,1,0
易跑腿-跑腿平台小程序,"购买正式版，支持免费进行微信认证，节省300元/年。支持免费申请0.3微信支付税率商户号。
核心功能：接单端、用户端双端运营、多套首页主题切换、对接美团/饿了么、三级分销体系、接单员奖惩管理、多城市营运、对接保险业务、营销活动、员工角色分配。
赠送一对一售后服务支持。",小程序，跑腿，接单，帮买，跑腿员,3380.0,1年,易跑腿双端独立版,易跑腿双端独立版,2.0,购买 正式版 支持 免费 进行 微信 认证 节省  元年 支持 免费 申请  微信 支付 税率 商户 号 核心 接单 端 用户端 双端 运营 多套 首页 主题 切换 对接 美团 饿 三级 分销 体系 接单 员 奖惩 管理 城市 营运 对接 保险业务 营销 活动 员工 角色 分配 赠送 一对一 售后服务 支持,1,3
Megaview销售会话智能平台,Megaview 销售会话智能平台为企业提供了一站式销售闭环解决方案。基于创新的会话智能 SaaS 平台，帮助企业用销售会话数据驱动销售管理，提升销售赢单率，加速销售培训，助力企业打造Top销售团队，用科学方法将金牌销售能力复制到公司的每一笔交易。,销售管理，企业管理，saas，会话智能,2400.0,1年,体验版（3人/年）,体验版（3人/年）,2.0,Megaview 销售 会话 智能 平台 一站式 销售 闭环 解决方案 基于 创新 会 话 智能 SaaS 平台 帮助 销售 会话 数据 驱动 销售 管理 提升 销售 赢 单率 加速 销售 培训 助力 打造 Top 销售 团队 科学 方法 金牌 销售 能力 复制到 一笔 交易,1,0
工商注册/工商变更/工商注销,"注册：注册公司申请。
变更：包括工商登记项发生变化，例如公司名称、地址、经营范围，注册资本、法人/董监高、股权等。
注销是指当公司出现规定营业期限界满而不再延续、被收购合并、权利机构决议解散或经营不善而宣告破产等情形时，需要经过清算后到登记机关申请注销登记、终止法人资格的过程。
",资质认证,10.0,1次,申请资料包,申请资料包,1.0,注册 注册 申请 变更 工商登记 项 发生变化 地址 经营范围 注册资本 法人 董监 高 股权 注销 指当 出现 规定 营业 期限 界满 不再 延续 收购 合并 权利 机构 决议 解散 经营不善 宣告破产 情形 时 需要 清算 后 登记 机关 申请 注销 登记 终止 法人资格 过程,1,1
微信自定义交易组件 — 社交新零售商城系统,通过微信自定义交易组件插件，可以对接微信视频号，实现从微信视频号主页、微信视频号直播，直接跳转商家通过禾沐商城系统发布的小程序。借助视频号直播直接跳转小程序的功能，商家可以在视频号直播中，让用户实现既看既买，缩短交易路径，一站式转化,零售，商城，交易组件,3800.0,1年,微信自定义交易组件插件 & 创业版A,微信自定义交易组件插件 & 创业版A,2.0,微信 自定义 交易 组件 插件 对接 微信 视频 号 实现 微信 视频 号 主页 微信 视频 号 直播 直接 跳转 商家 禾 沐 商城 系统 发布 小程序 借助 视频 号 直播 直接 跳转 小程序 商家 视频 号 直播 中 用户 实现 看 买 缩短 交易 路径 一站式 转化,1,0
php环境搭建,帮您搭建网站（PHP系列）运行所需的PHP、NET等基础环境，安装数据库等网站运行必须的软件。支持PHP多个版本的安装，例如PHP4/PHP5系列等，解决您的服务器上的PHP环境的所有问题。,,150.0,1次,php环境搭建,php环境搭建,1.0,帮 搭建 网站 PHP 系列 运行 需 PHPNET 基础 环境 安装 数据库 网站 运行 必须 软件 支持 PHP 多个 版本 安装 PHPPHP 系列 解决 服务器 上 PHP 环境 所有 问题,1,0
云迈建站,云迈saas建站系统,,999.0,1年,个,个,2.0,云迈 saas 建站 系统,1,3
查询企业分支机构信息,根据企业名称查询该企业的分支机构信息,数据服务，企业查询,0.1,1年,"10000.00元/100,000次",0.1,0.0,查询 分支机构 信息,1,2
上云架构咨询,本服务由腾讯云认证的区域服务商派遣云产品架构师电话指导咨询或预约前往用户公司，讲解培训腾讯云产品功能及特点，帮助用户公司结合自身当前业务特点设计符合云特色的云上产品解决方案。       ,架构设计,2007500.0,1天,以人/天收费,以人/天收费,2.0,服务 腾讯 云 认证 区域 服务商 派遣 云 产品 架构师 电话 指导 咨询 预约 前往 用户 讲解 培训 腾讯 云 产品 特点 帮助 用户 结合 当前 业务 特点 设计 符合 云 特色 云上 产品 解决方案,1,0
数据库安装部署,帮助客户快速构建数据库环境或者数据库集群环境，提高业务系统的稳定性、安全性。使客户有更多精力专注于自身业务。,数据库服务,100.0,1次,MySQL、MsSQL、PostgreSQL集群安装配置,MySQL、MsSQL、PostgreSQL集群安装配置,1.0,帮助 客户 快速 构建 数据库 环境 数据库 集群 环境 提高 业务 系统 稳定性 安全性 使 客户 更 精力 专注 业务,1,2
【万维易源】-今日油价接口-油价数据api-油价参考,可查询全国范围内31个省份的具体油价，根据国家公布的价格，次日7点同步更新。广泛应用于车主服务APP、公众号/小程序、汽车网站等应用场景【已获“国家二级等保”，安全更有保障】,,0.0009,1年,"9.00元/10,000次",0.0009,0.0,查询 全国 范围 内  省份 具体 油价 国家 公布 价格 次日  点 同步 更新 广泛应用 车主 服务 APP 公众 号 小程序 汽车 网站 应用 场景 已获 国家 二级 保 安全 更 保障,1,0
LNMP环境,基于腾讯云最新版centos7.5源码安装MySQL5.6  PHP5.6         Nginx14等服务，并已配置开机自启，以免重启服务带来的麻烦。,PHP，LNMP，Apache，Nginx,0.0,-1,-1,-1,,基于 腾讯 云 最新版 centos 源码 安装 MySQLPHPNginx 服务 已 配置 开机 自启 重启 服务 带来 麻烦,1,3
驾驶证识别,识别驾驶证，返回姓名、性别、驾驶证号、初始领证日期、准驾车型、有效起始日期、有效截止日期等信息。,图像识别,0.11,1年,"110.00元/1,000次",0.11,0.0,识别 驾驶证 返回 姓名 性别 驾驶证 号 初始 领证 日期 准 驾车 型 有效 起始 日期 有效 截止 日期 信息,1,3
"【企牛牛 - 微信小程序,小程序定制,小程序开发 - 小程序制作】",账号类型：订阅号 服务号 企业号 小程序功能营销：一元云购/一元夺宝 刮刮乐奖 微活动/微邀请,按需定制，小程序定制,2000.0,1年,企业展示版,企业展示版,2.0,账号 类型 订阅 号 服务 号 号 小程序 营销 一元 云购 一元 夺宝 刮 刮乐奖 微 活动 微 邀请,1,3
企牛牛 - 响应式网站，企业官网 - 定制开发,终端类型：手机端 PC+手机站 Web站 其它 开发框架：Laravel Bootstrap 开发语言：PHP Script JavaScript HTML5 CSS 网站类型：企业网站 教育网站,企业网站,5800.0,1年,高端定制,高端定制,2.0,终端 类型 手机 端 PC 手机 站 Web 站 开发 框架 LaravelBootstrap 开发 语言 PHPScriptJavaScriptHTMLCSS 网站 类型 网站 教育 网站,1,0
【视频直播-安卓IOSAPP定制】视频直播、社交直播系统APP 腾讯云通讯 云直播,提供一站式视频直播系统解决方案、让您在低成本建设属于自己的视频直播时专注于业务发展。,系统开发，定制APP，苹果APP，直播APP,500.0,1次,短视频（短视频互动）,短视频（短视频互动）,1.0,一站式 视频 直播 系统 解决方案 低成本 建设 属于 视频 直播 时 专注 业务 发展,1,2
电商营销工具,多种营销工具，助力商城精细化运营，覆盖满减/满折/优惠券/包邮等十余电商种基础营销玩法,电商零售,1800.0,1年,电商营销工具,电商营销工具,2.0,营销 工具 助力 商城 精细化 运营 覆盖 满减 满折 优惠券 包邮等 十余 电商 基础 营销 玩法,1,0
快页云安服-安全运维一站式服务,面向服务器、网络、数据库、安全、存储、机房环境、应用系统等提供安全运维服务，包括系统维护、安全评估、安全监控、安全巡检、故障处理、系统检查、系统升级、漏洞扫描、渗透测试、安全加固、备份管理、安全培训、安全管理制度等。,程序安全代维，运维,100000.0,1年,半驻场服务（1人）,半驻场服务（1人）,2.0,面向 服务器 网络 数据库安全 存储 机房 环境 应用 系统 安全 运维 服务 系统维护 安全 评估 安全监控 安全 巡检 故障 处理 系统 检查 系统升级 漏洞 扫描 渗透 测试 安全 加固 备份 管理 安全 培训 安全 管理制度,1,0
安全玻璃盒自鉴-交互式应用安全测试系统 IAST,IAST完全采用业内领先的智能动态污点分析技术，通过安全与软件高度耦合的被动“静默监听”模式，对应用系统漏洞及所引用的开源组件，进行高效自动化、无感知无风险、全面精确可视化的漏洞测试和问题定位。在功能测试过程中同步安全测试，真正达到安全左移的目标，同时也大大提高工作效率。,应用安全，漏洞检测，DevSecOps，IAST，安全玻璃盒,600000.0,1年,IAST包年,IAST包年,2.0,IAST 完全 采用 业内 领先 智能 动态 污点 分析 技术 安全 软件 高度 耦合 被动 静默 监听 模式 应用 系统漏洞 引用 开源 组件 进行 高效 自动化 无 感知 无风险 全面 精确 可视化 漏洞 测试 问题 定位 功能测试 过程 中 同步 安全 测试 真正 达到 安全 左移 目标 大大提高 工作效率,1,3
95折中石油中石化油卡充值优惠加油,"95折中石油中石化油卡充值优惠加油,请联系工作人员，微信：Z688436",油卡充值，中石油，中石化，优惠加油,1.0,1年,95折中石油中石化油卡充值优惠加油,95折中石油中石化油卡充值优惠加油,2.0, 折中 石油 油卡 充值 优惠 加油 请 联系 工作人员 微信 Z,1,1
疫情返乡隔离政策查询流量主小程序开发,"信息流矩阵接入
海报配置
插屏广告位
 banner广告位
起始地选择
目的地选择
出行路径",,15000.0,1次,微信小程序,微信小程序,1.0,信息流 矩阵 接入 海报 配置 插屏 广告位 banner 广告位 起始 选择 目的地 选择 出行 路径,1,1
【全员裂变通】一站式营销获客解决方案,帮助企业实现低成本社交裂变拓客以及营销过程管理的saas系统，为企业提供以“私域流量池搭建+内容+获客+CRM跟进+线上线下转化成交+过程激励”为核心的SCRM营销自动化解决方案,小程序商城，私域流量，社交裂变，营销获客，客户CRM,18800.0,1年,线上商城版,线上商城版,2.0,帮助 实现 低成本 社交 裂变 拓客 营销 过程 管理 saas 系统 私域 流量 池 搭建 获客 CRM 跟进 线 上线 下 转化 成交 过程 激励 核心 SCRM 营销 自动化 解决方案,1,0
拍卖经营批准证书|拍卖证|拍卖师|拍卖证办理,从事拍卖业务，必备《拍卖经营批准证书》。可提供拍卖师，咨询400-006-1900,资质许可，资质认证,0.0,1次,没有拍卖师【联系客服】,没有拍卖师【联系客服】,1.0,从事 拍卖 业务 必备 拍卖 经营 批准 证书 拍卖师 咨询 ,1,3
陌客在线客服系统企业版,陌客在线客服系统，“访客端”适应于微信商城、小程序商城、H5商城、PC商城、APP商城，集成在商城里，访客无需安装任何软件即可使用。 “客服端”支持所有的windows版本安装。同时，适应于所有网站嵌入使用。【重要】无需等待发货确认，可自行登录mokor.cn注册，即开即用。,网络应用，在线客服，小程序客服，微信商城客服，APP商城客服,500.0,1年,陌客在线客服系统试用版,陌客在线客服系统试用版,2.0,陌客 在线 客服 系统 访客 端 适应 微信 商城 小程序 商城 H 商城 PC 商城 APP 商城 集成 商城 里 访客 无需 安装 软件 即可 客服 端 支持 所有 windows 版本 安装 适应 所有 网站 嵌入 重要 无需 等待 发货 确认 自行 登录 mokorcn 注册 即开,1,0
定制小程序,集商城、营销、会员功能于一体的在线小程序商城，多风格样式，小程序定制，打造专属小程序，提供全方位的小程序成新解决方案,,1000.0,1年,定制收费（下单前请与客服沟通实际价格）,定制收费（下单前请与客服沟通实际价格）,2.0,集 商城 营销 会员 一体 在线 小程序 商城 风格 样式 小程序 定制 打造 专属 小程序 全方位 小程序 成新 解决方案,1,2
智能产品设备上门安装服务,阳光雨露全方位经营IT服务业务，包括软硬件产品支持服务、IT运维、系统集成、IT及行业解决方案等，与厂商授权服务业务相得益彰。,,150.0,1次,门禁改造（台）,门禁改造（台）,1.0,阳光雨露 全方位 经营 IT 服务 业务 软硬件 产品 支持 服务 IT 运维 系统集成 IT 行业 解决方案 厂商 授权 服务 业务 相得益彰,1,0
达人探店系统 达人探店小程序 探店达人小程序," 抖音达人云探店，达人探店系统，达人探店小程序
",,8900.0,1次,系统部署,系统部署,1.0,抖音 达人云 探店 人 探店 系统 达人 探店 小程序,1,0
绘本图书借阅系统开发,"绘本图书借阅系统开发
",,1599.0,1次,绘本图书借阅系统开发,绘本图书借阅系统开发,1.0,绘本 图书 借阅 系统 开发,1,3
影视短视频短剧追剧H5小程序开发,"影视短视频短剧追剧H5小程序开发
",,1999.0,1次,影视短视频短剧追剧H5小程序开发,影视短视频短剧追剧H5小程序开发,1.0,影视 短 视频 短剧 追剧 H 小 程序开发,1,3
本地生活服务商系统源码 抖音林客代理系统源码,本地生活服务商招商系统，支持源码部署，对接自己的林客系统，用于招商管理、代理结算、门店产品上单等，源码部署,,8800.0,1年,部署,部署,2.0,本地 生活 服务商 招商 系统 支持 源码 部署 对接 林客 系统 用于 招商 管理 代理 结算 门店 产品 上单 源码 部署,1,0
"上门预约,家政保洁,美容健身课程等生活服务平台,师傅派单抢单",上门预约服务小程序，适用大部上门服务行业，如家政、健身、课程、美容、家教、私教、陪玩等等，小程序有抢单模式、派单模式、发单模式、直选师傅，分销推广、会员折扣、积分兑换、次卡功能等多种营销方式，满足运营所需！师傅名字可自定义修改，如老师、教练等！,家政，预约，上门,1680.0,1年,营销版,营销版,2.0,上门 预约 服务 小程序 适用 大部 上门服务 行业 家政 健身 课程 美容 家教 私教 陪 玩 小程序 抢单 模式 派单 模式 发单 模式 直选 师傅 分销 推广 会员 折扣 积分 兑换 次卡 营销 方式 满足 运营 需 师傅 名字 自定义 修改 老师 教练,1,3
爆客码系统私域运营神器,2022年上线，打造私域运营神器，可改造任何二维码和小程序,,168.0,1年,代理,代理,2.0, 年 上线 打造 私域 运营 神器 改造 二维码 小程序,1,0
抽奖小程序制作,官网链接：2B.FKW.COM ！！输入官网链接【免费试用】！！！！！！！！！！！！在线抽奖小程序是基于微信上使用的在线抽奖活动，包括有大转盘、九宫格、摇一摇等。抽奖小程序活动的适用场景有很多，包括企业年会做抽奖活动、商家举办抽奖活动吸粉引流等等。,网络推广，抽奖小程序，抽奖活动，抽奖H5，抽奖营销,0.0,1年,抽奖小程序铂金版,抽奖小程序铂金版,2.0,官网 链接 BFKWCOM 输入 官网 链接 免费 试用 在线 抽奖 小程序 基于 微信 上 在线 抽奖 活动 大转盘 九宫格 摇一摇 抽奖 小程序 活动 适用 场景 很多 年会 做 抽奖 活动 商家 举办 抽奖 活动 吸粉 引流,1,0
诊所小程序-思图佳医疗,诊所机构的预约挂号功能。后台排班灵活，管理员权限分配提示管理效率。,诊所预约小程序，诊所小程序，诊所微信小程序，诊所管理软件系统，诊所在线问诊系统,3800.0,1年,3年,3年,2.0,诊所 机构 预约 挂号 后台 排班 灵活 管理员 权限 分配 提示 管理效率,1,3
php版本安装|php版本升级|故障排查,PHP运行环境安装 、php版本升级、php异常排查并清除,PHP，故障排查，php升级,200.0,1次,php升级,php升级,1.0,PHP 运行 环境 安装 php 版本升级 php 异常 排查 清除,1,1
智能垃圾分类系统智能垃圾桶硬件解决方案打包落地设备安装软件定制源码,"智慧垃圾分类管理系统依托AI技术、移动互联网、大数据、物联网等，通过信息化的手段，对垃圾分类宣传、垃圾分类投递、垃圾分类收集、垃圾分类清运、垃圾分类处理等方面着手，对垃圾分类各个环节进行智能化管理。
",,50000.0,1年,智能垃圾分类系统,智能垃圾分类系统,2.0,智慧 垃圾 分类 管理系统 依托 AI 技术 移动 互联网 大数据 物 联网 信息化 手段 垃圾 分类 宣传 垃圾 分类 投递 垃圾 分类 收集 垃圾 分类 清运 垃圾 分类 处理 着手 垃圾 分类 各个环节 进行 智能化 管理,1,0
医疗电子发票验真-电子发票核验,"【保险智能科技】该API⽤于对输⼊的图⽚进⾏电⼦票的验真,并返回验真后的结构化数据。更多医疗票据识别解析的需求，可联系客服咨询。",电子发票，医疗电子发票，电子发票核验，电子发票解析，电子发票验真,0.5,1年,"500.00元/1,000次",0.5,0.0,保险 智能 科技 API 输 图 进电票 验真 返回 验真后 结构化 数据 更 医疗 票据 识别 解析 需求 联系 客服 咨询,1,0
居城氏同城多门店水站送水桶装水预定电子水票订水小程序,便捷的一键导航送水押金管理及电子水票送水小程序系统,,52.14285714,7天,自助对接版,自助对接版,2.0,便捷 一键 导航 送水 押金 管理 电子 水票 送水 小程序 系统,1,0
数字藏品系统安全防护解决方案,君云数字藏品系统安全防护解决方案，提供系统调研服务，协助整理被测系统相关资料，根据公司安全状况，提供详细的整改建议和方案；对测评结果进行汇总，分析风险及脆弱性，提出安全改进建议。,,99.0,1次,咨询,咨询,1.0,君云 数字 藏品 系统安全 防护 解决方案 系统 调研 服务 协助 整理 测系统 相关 资料 安全 状况 详细 整改 建议 方案 测评 进行 汇总 分析 风险 脆弱性 提出 安全 改进 建议,1,3
WIFI码生成附近门店团长分销CPS优惠券流量主小程序开发,"WIFI码生成附近门店团长分销CPS优惠券流量主小程序开发
",,3000.0,1次,WIFI码生成附近门店团长分销CPS优惠券流量主小程序开发,WIFI码生成附近门店团长分销CPS优惠券流量主小程序开发,1.0,WIFI 生成 附近 门店 团长 分销 CPS 优惠券 流量 主小 程序开发,1,0
谷歌外贸推广|网站推广|店铺推广|搜索引擎推广,Google、Bing搜索引擎首页排名，不限点击，直达官网/海外店铺，商贸、门户网站展示 海量曝光，一键提交、操作简单。,,9900.0,1年,外贸标准版,外贸标准版,2.0,GoogleBing 搜索引擎 首页 排名 不 限 点击 直达 官网 海外 店铺 商贸 门户网站 展示 海量 曝光 一键 提交 操作 简单,1,3
企业微信套餐 企业微信营销管理系统,接入企微API，从引流转化、精细运营、工作效率方面升级企业微信能力,精准营销，企业微信，客户管理,6800.0,1年,私有化部署,私有化部署,2.0,接入 企微 API 引流 转化 精细 运营 工作效率 升级 微信 能力,1,0
AI外呼17600通时套餐,挖掘精准意向商机，助力销售高效成单。AI技术智能分析判断意向自动挖掘潜在商机,,17600.0,1年,AI外呼17600通时套餐,AI外呼17600通时套餐,2.0,挖掘 精准 意向 商机 助力 销售 高效 成单 AI 技术 智能 分析判断 意向 自动 挖掘 潜在 商机,1,0
腾讯企业邮箱开通|限时赠送年限,"独立IP：多域名独立管理，适合集团用户多个独立子公司多个后缀的使用 

使用功能：简单的操作，智能化的体验，多点辅助，最大程度提升您的办公效率 

管理功能：全方位安全防护，智能化管理，助力企业进入一站式办公时代

",,1500.0,1年,50用户,50用户,2.0,独立 IP 域名 独立 管理 适合 集团 用户 多个 独立 子公司 多个 后缀 简单 操作 智能化 体验 多点 辅助 最大 程度 提升 办公 效率 管理 全方位 安全 防护 智能化 管理 助力 一站式 办公 时代,1,0
办公网络路由交换等高级需求设置配置,办公网络路由交换等高级需求设置配置。,环境配置，路由交换高级功能配置，办公网络,1200.0,1次,路由器配置,路由器配置,1.0,办公 网络 路由 交换 高级 需求 设置 配置,1,0
正今门店消费卡：提现用户核销金额,商城自营商品设置赠送门店消费卡，用户购买商品后获得对应消费卡并到指定门店核销。核销后，门店店长收入记录该消费卡金额，可申请 提现，由平台打款给门店。,电商，超市，零售，小程序商城，商城,0.0,1年,小程序版本,小程序版本,2.0,商城 自营 商品 设置 赠送 门店 消费 卡 用户 购买 商品 后 获得 对应 消费 卡 门店 核销 核销 后 门店 店长 收入 记录 消费 卡 金额 申请 提现 平台 打款 门店,1,0
【AbeeShop摄影写真解决方案】情侣拼团+套餐秒杀,不只是简单的摄影工作室,小程序，摄影写真,36500.0,1天,自助对接版,自助对接版,2.0,不 简单 摄影 工作室,1,0
正今统计2.0：多维度数字化统计管理，深度了解商城数据,统计2.0以数字化为辅助，结合精细化、多维度方式，让懂业务的人利用大数据完成运营分析，及时调整运营计划，真正驱动企业发展。,电商，超市，零售，多门店，小程序商城,51100.0,7天,小程序版本,小程序版本,2.0,统计  数字化 辅助 结合 精细化 多维度 方式 业务 人 利用 大数据 完成 运营 分析 及时 调整 运营 计划 真正 驱动 发展,1,0
读诗朗读打卡微信小程序开发,"读诗朗读打卡微信小程序开发
",,15000.0,1次,读诗朗读打卡微信小程序开发,读诗朗读打卡微信小程序开发,1.0,读诗 朗读 打卡 微信 小 程序开发,1,3
人脸身份证比对认证/人脸照片身份证信息比对,输入人脸图片（BASE64格式）、姓名、身份证号，验证身份证号与姓名是否匹配，若匹配，则将匹配的身份证头像与人脸图片进行比对，返回比对分数。 ,人脸识别,0.3,1年,60.00元/200次,0.3,0.0,输入 人脸 图片 BASE 格式 姓名 身份证号 验证 身份证号 姓名 是否 匹配 匹配 匹配 身份证 头像 人脸 图片 进行 返回 分数,1,3
鲜花礼品行业网站建设|品牌官网定制设计,鲜花网站、礼品网站、鲜花礼品行业网站建设,其他网站定制,6980.0,1次,高级版,高级版,1.0,鲜花 网站 礼品 网站 鲜花礼品 行业 网站 建设,1,3
双模网站|企业官网|门户网站|网站建设|网站搭建 新型响应式网站,H5响应式企业网站是采用最新技术所开发的新型响应式网站，可以自动响应为MIP和AMP移动站，在提高移动端用户体验的同时，大大减少了建站时间。,企业网站，营销网站,699.0,1年,2年,2年,2.0,H 响应 式 网站 采用 最新 技术 开发 新型 响应 式 网站 自动 响应 MIP AMP 移动 站 提高 移动 端 用户 体验 大大减少 建站 时间,1,0
礼品商品提货码卡密卷商城系统开发,"主要功能包含:
1、后台批量卡密生产
2、前端卡密输入兑换提货",,1000.0,1次,微信 公众号服务号,微信 公众号服务号,1.0,主要 包含  后台 批量 卡密 生产  前端 卡密 输入 兑换 提货,1,3
网站定制开发—无忧趣卖,以专业且富有经验的团队，为用户提供网站规划、UI设计、静态开发等全方位的网站定制开发服务  定制开发请联系客服,定制开发，其他网站定制，网站建设，官网开发,0.0,1次,网站定制开发,网站定制开发,1.0,专业 富有经验 团队 用户 网站 规划 UI 设计 静态 开发 全方位 网站 定制 开发 服务 定制 开发 请 联系 客服,1,2
实话卡卷红包抽奖助手流量主小程序开发,"二.  功能简介：
1、用于商家发布抽奖活动引流，抽奖产品包括优惠券，产品实物，红包现金。
2、用于新媒体公众号个人号，个人微信抽奖引流。
3、邀请好友增加抽奖机会，利于活动裂变营销。
4、海报分享、好友分享、朋友圈分享，利于活动传播。",,10000.0,1次,小程序,小程序,1.0,二 简介  用于 商家 发布 抽奖 活动 引流 抽奖 产品 优惠券 产品 实物 红包 现金  用于 媒体 公众 号 个人 号 个人 微信 抽奖 引流  邀请 好友 增加 抽奖 机会 利于 活动 裂变 营销  海报 分享 好友 分享 朋友圈 分享 利于 活动 传播,1,0
网上图书绘本借阅会员馆商城,"分享随机返现，可设置每日随机返现金额和次数，吸粉，让您的运营轻松快速盈利；
系统采用多配色，支持红色（默认）、粉色、绿色、蓝色、橙色和紫色

必须要提一下的是：不是只有会员中心多配色哦！是所有页面都是同步多配色的",,20000.0,1次,公众号服务号,公众号服务号,1.0,分享 随机 返现 设置 每日 随机 返 现金额 次数 吸粉 运营 轻松 快速 盈利 系统 采用 配色 支持 红色 默认 粉色 绿色 蓝色 橙色 紫色 必须 提 一下 是不是 会员中心 配色 所有 页面 都 同步 配色,1,1
