name,desc,tags,price,cicle,spec,new_spec,pay_type
用友企业工商大数据天眼查企查查凭安启信宝工商信息查询,企业工商信息、联系方式\知识产权、资质证书、经营风险、司法风险、投资关系、经营状况、背景信息等,数据服务，企业查询，企业工商数据，企业全息画像，企业知识产权,1000,1次,10万次,10万次,1
上海地区数字哨兵,提供上海地区数字哨兵解决方案，此报价为手持机，另有人脸识别立式机，可接闸机，欢迎询价。,疫情，防疫，健康码核验，电子哨兵，数字哨兵,4999,1年,数字哨兵手持机1台+授权码1年+预装数字哨兵APP,数字哨兵手持机1台+授权码1年+预装数字哨兵APP,2
【来客推】专业电商网站定制|深耕电商行业|b2c|b2b2c|s2b2c|f2b2c多模式商城开发,来客推专注商城系统定制开发，定制开发流程透明规范，客户经理一对一沟通定制需求，30人+售后技术团队，提供专业技术支持，推出了跨境电商解决方案、种草电商解决方案、生鲜电商解决方案等多个细分行业解决方案，服务企业2000+家，在业内积累了良好的口碑，服务质量有保障。,电商系统,30000,1次,电商网站定制源码交付,电商网站定制源码交付,1
FMZK小程序电商零售小程序在线商城分销小程序门店程序,FMZK小程序绿色通道：购买正式版，支持免费进行微信认证，节省300元/年。 核心功能：门店小程序、扫码点餐小程序、餐饮外卖小程序、在线商城小程序、教育培训小程序、酒店KTV小程序、上门回收小程序、美业预约小程序、FMZK小程序 无需代码 一键生成 瞬间拥有！,电商，零售，门店，小程序商城，商城,87600,7天,正式版,正式版,2
文件管理服务 企业文件管理 企业网盘 多人协同 ,文件管理服务提供企业级文件数据管理方案，帮助客户解决办公数据的搜索、管理、共享、审计等文件管理难题。同时也可根据企业需求定制最佳服务方案，为企业办公新形态升级提供打包服务。,,10,1次,咨询,咨询,1
腾讯企业邮,腾讯企业邮箱，专业安全的企业邮箱服务！一体化的办公协作工具、高效的办公协作能力、功能强大，专业管理、多重防护，纯净安全、全球互联，畅通无阻、全球互联，畅通无阻、无限帐号，免费扩容！,企业邮箱开通，腾讯企业邮，微信企业邮箱，微信企业邮,1,1年,开通+售后+技术支持（联系客服）,开通+售后+技术支持（联系客服）,2
企业微信邮,微信企业邮，专业安全的企业邮箱服务！一体化的办公协作工具、高效的办公协作能力、功能强大，专业管理、多重防护，纯净安全、全球互联，畅通无阻、全球互联，畅通无阻、无限帐号，免费扩容,,1850,1年,3年,3年,2
乡村振兴电商系统源码丨农村商城APP丨单多商户商家入驻丨营销多销拼团秒杀商城小程序,万岳乡村振兴农村电商平台旨在打造一个以智慧政务、乡村振兴、智慧农村、电子商务产业就业创业、数字循环经济、智慧电商大数据、区域自媒体会员运营为核心价值的本地私域流量多端互通的运营平台。支持自营、联营、招商等不同商户入驻。基于原生系统开发，同时支持Uni-app开发。 ,安装与设置,8888,1次,整套源码出售,整套源码出售,1
甲乙SCRM-one,企业搭建集客户增长、客户运营、客户转化、客户管理于一体的裂变增长系统，打造私域增长完整闭环。,CRM，营销自动化，企业微信,354571.4286,7天,试用版,试用版,2
一番赏小程序盲盒手办无限赏pk套怒气赏玩法新颖好拓客,"宜品一番赏抽赏小程序的特点：

1、无需下载，多入口，在线抽赏，随便抽，想怎么抽就怎么抽，100%中奖，从头到尾有惊喜。

2、所有盲盒里的商品不管大赏小赏都是正品，赏品种类也不局限于传统的动漫周边手办，玩偶、海报，还有潮牌服饰、化妆品、品牌零食礼包、甚至手机平板等多种多样的商品",,58000,1年,一番赏小程序,一番赏小程序,2
企业承接丨软件项目运维/安全防御/环境配置/程序二开/源码搭建/环境部署/API接口对接/BUG修复,"为企业节省技术部门运营成本,外包团队进行项目日常维护,降低开支！",数据服务，压力测试，域名服务，代维护，授权,182500,1天,日常运维服务6X8包月,日常运维服务6X8包月,2
磁盘扩容 分区挂载 本地迁移 磁盘空间不足解决,"专业人工服务帮助企业处理磁盘空间不足的问题，适用于linux和windows系统的磁盘扩容、分区、挂载

",网站维护，服务器配置，磁盘扩容，分区挂载，磁盘空间不足解决,200,1次,windows磁盘扩容,windows磁盘扩容,1
中直政府网对接入围,"中直政府网对接入围全包服务,电商网站、EDI、对接政府采购网、软件注册版权、一对一客服。",B2C商城，分销商城,10000,1次,中直政府网对接入围,中直政府网对接入围,1
三合一官网搭建,全网营销，快速实现，5~7个工作日完成搭建（资料准备齐全）,官网搭建，三合一,5999,1次,三合一官网,三合一官网,1
银行卡实名认证查询-银行卡二要素核验-银行卡二要素鉴权-卡号姓名认证-悦保科技,核对用户提交的银行卡号、姓名两项要素是否一致，帮助网站在进行银行卡绑定的过程中，判断是否存在虚假信息。实时获取结果，高效、快捷！,,0.2,1年,20.00元/100次,0.2,0
LAMP环境部署,在Linux Server环境下部署LAMP或LNMP网站环境。,环境配置，标准化环境配置，JAVA环境配置,500,1次,单次部署一台lamp或lnmp 环境,单次部署一台lamp或lnmp 环境,1
EMRV29-3161-EMR251,"
弹性 MapReduce（EMR）结合云技术和 Hadoop、Hive、Spark、Hbase、Presto、Flink 、Druid、Clickohuse 等社区开源技术，提供安全、低成本、高可靠、可弹性伸缩的云端半托管泛Hadoop大数据架构。
",,0,-1,-1,-1,
【天眼数聚】全国快递物流信息查询接口,【快递物流查询接口-快递查询-物流记录跟踪查询】输入快递单号和快递代号查询实时物流信息，支持国内外1500+物流快递公司的物流跟踪服务，包括顺丰、圆通、申通、中通、韵达等主流快递公司。同时，支持单号识别快递物流公司，返回快递运送轨迹及状态等信息。,物流信息，快递信息，全国快递信息查询,0.004,1年,2.00元/500次,0.004,0
诺怀云智能停车解决方案,为车场提供智能化管理，软硬件一体化解决方案，通过无人值守方案、智能改造方案、车位改造方案，充分满足停车管理的多场景需求。,智能硬件，物联网，无人值守，智能改造,50000,1次,组,组,1
腾讯云企业邮箱｜定制您的专属邮箱,专业、安全的企业邮箱服务，极速收发邮件，支持移动收发，便捷高效；支持捆绑微信随时随地收发邮件。,网站安全，企业邮箱,0,7天,10个账户,10个账户,2
抖音私信卡片外跳加好友直推链接小程序开发,抖音私信卡片外跳加好友直推链接小程序开发,,15000,1次,抖音私信卡片外跳加好友直推链接小程序开发,抖音私信卡片外跳加好友直推链接小程序开发,1
税务登记证识别-搜象OCR文字识别,"对税务登记证进行字段结构化识别,  支持正、副本；支持图片和PDF指定页识别，二者传参支持URL格式或BASE64字符串格式；支持图像自动分类，支持图像平面任意角度的旋转/倾斜。 ",证件识别，文字识别，OCR,0.06,1年,"60.00元/1,000次",0.06,0
琼海公司注册代办工商营业执照个体户申请注册公司琼海可上门取资料就近工商执照代办理注册琼海公司咨询,本款琼海公司注册代办工商营业执照个体户申请注册公司琼海可上门取资料就近工商执照代办理注册琼海公司咨询服务商品，支持上门取资料，就近工商办理，如有疑问，请咨询客服，谢谢！,,0.1,1次,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠标或网站一个）,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠标或网站一个）,1
国家高新技术企业认定-高企申报,指在《国家重点支持的高新技术领域》内，持续进行研究开发与技术成果转化，形成企业核心自主知识产权，并以此为基础开展经营活动，在中国境内（不包括港、澳、台地区）注册一年以上的居民企业。它是知识密集、技术密集的经济实体。,高企申报，国家高新技术企业认定，最新政策查询，高新企业认定,20,1次,全国高企申报,全国高企申报,1
增值电信业务经营许可证 ICP,"100%包下证 | 不下证全额退款 | 腾讯云平台交易 | 安全可靠
致力于为互联网企业服务 | 合法合规上线平台入驻小程序",资质认证   版权登记,48666.66667,30天,ICP,ICP,2
eks-pod-img-v2618-4-public,"eks pod img, public-v2.6.18-4",img，eks，pod,0,-1,-1,-1,
浩克Web应用防火墙,浩克WAF是一款集主动动态防御和常规静态防护于一体的Web应用安全防护产品，网站应用级安全防护、防篡改、防盗链、防撞库、防爬虫、防自动化扫描、防未知威胁。,Web应用防火墙,30000,1年,标准版,标准版,2
白小极智慧商业新零售商城公众号小程序三级分销APP体验版,"

小程序商城电商H5公众号微商城三级分销团队分红代理系统
白小极Saas服务覆盖各行业微信小程序，提供全方位的小程序解决方案，主要包括政务民生、社交电商、o2o服务、餐饮外卖、预约排队、运动健身、婚纱摄影等。",零售，门店，小程序商城，商城,47988,1个月,启航版,启航版,2
抖音询盘获客系统 大数据智能短视频精准获客营销,大数据智能短视频精准获客营销，狙击同行，暴力获客，精准获取同行短视频询盘详情，靶向打击式获客，黑科技玩法，让你天天爆客。,抖音询盘，短视频询盘，询盘系统，询盘，询盘获客,2999,1次,标准版,标准版,1
企业官网定制化建设、定制化开发、定制需求分析,帮助企业搭建pc网站、微信小程序、h5相关web应用程序。各种应用全程托管。,网站改版，网站SEO优化,8000,1年,微信小程序定制化开发,微信小程序定制化开发,2
微信小程序定制开发小程序开发定制,为企业定制各类应用小程序,,1,1次,按需定制,按需定制,1
网站数据库读写分离设置,随着一个网站的业务不断扩展，数据不断增加，数据库的压力也会越来越大，对数据库或者SQL的基本优化可能达不到最终的效果，我们可以采用读写分离的策 略来改变现状。读写分离现在被大量应用于很多大型网站，这个技术也不足为奇了。,,499,1次,网站数据库读写分离设置,网站数据库读写分离设置,1
进销存订单系统/销售库存网络版仓库财务/收银管理系统软件,【企业进销存订单管理系统+共享服务器】由客户经理与设计师提供一对一服务，应用标准化全自动服务流程体系，所有服务全部在线，真正做到标准价格，标准功能配置，标准服务流程，帮助用户轻松记账。,ERP,1,1年,2用户,2用户,2
【多门店-IOS APP定制】多门店连锁品牌商城APP,多门店行业解决方案，营销推广拉新促活，会员管理沉淀用户，门店管理助店营收，连接线下服务场景，使用方便体验良好。,电商SAAS,60000,1年,IOS APP,IOS APP,2
酷客多汽车4S店小程序,车型展示，预约试驾，售后服务预约，零配件销售，线下活动等功能,汽车,8800,1年,旗舰版,旗舰版,2
网站基础环境搭建,通过远程或共享镜像方式为用户提供网站基础环境搭建、中间件配置及优化等服务。,系统配置,550,1次,以次收费,以次收费,1
国控空气质量全国级别批量接口,环保部实时空气质量发布平台，一次性获取全国所有站点，所有城市的时均值，日均值等数据,空气质量,0.041667,1年,10.00元/240次,0.041667,0
公司网站建设，外贸中英文建站，企业集团网站制作,企业官网建设，企业网站建设，企业网站定制，企业官网定制，公司网站建设，公司网站定制，公司官网制作，网站定制，网站开发，网站设计，企业形象包装，塑造企业品牌形象，网络营销拓展。,企业展示,6800,1年,单语言版,单语言版,2
中云微迅-婚庆小程序,搭建客户与商家之间的平台，借助小程序社交优势，提升客户转化率与公司品牌形象。,咨询服务,328.5,10天,基础版,基础版,2
中云微迅-微商城小程序,微商城可实现商品展示，搜索，下单，功能齐全，可通过微信二维码直接进入，支持优惠券，分销管理推广，模块化设置，商家只需简单设置即可拥有自己的商城，省时省力！,电商，超市，零售，拼团，扫码买单,328.5,10天,基础版,基础版,2
农业公司网站建设|农产品|品牌官网定制设计,农业公司网站建设、农产品网站建设,企业展示,6980,1次,高级版,高级版,1
安华金和云安全驻场服务（私有云）,安全服务人员驻场，为客户提供现场安全服务，包括：安全评估、安全产品引入、安全运维等标准及日常工作。,一体化安全防护,500000,1年,私有云安全驻场服务,私有云安全驻场服务,2
网站专属装修包,量身打造适合企业自身发展的企业网站。,网站改版,5980,1年,标准版,标准版,2
在线教育平台系统 | 教育网站培训，视频教程课程网站，源码提供！,面向培训公司、在线教育、视频教程平台推出的专业功能全面的课程网站。咨询电话：  400-803-8055,网站定制，企业展示，在线教育系统，直播教育平台，教育平台,1,1次,可定制开发,可定制开发,1
微购儿商品上传服务包,微购儿绿色通道：购买正式版，支持免费进行微信认证，节省300元/年。微购儿社区团购新零售电商分销商城拼团小程序，社区社群，一键下单，送货上门，门店自提，快递送达，多样化选择，微购儿小程序 无需代码 一键生成 瞬间拥有！！,,109500,2天,【50款】商品上传服务包,【50款】商品上传服务包,2
极客小程序烟草批发电商零售小程序,为烟草批发行业提供电商零售小程序解决方案,电商，零售，多门店,2980,1年,高级版-买2年送1年,高级版-买2年送1年,2
极客小程序日用租赁微信小程序,为日用租赁行业提供微信小程序解决方案,通用,2980,1年,高级版-买2年送1年,高级版-买2年送1年,2
武汉本地服务小程序,帮助商家完成客户转化，会员复购等操作，支持线上下单购买，线下到店消费。,多商户,599,1年,商城版,商城版,2
钟表服务小程序搭建,支持线上支付，一键下单，线下到店消费，线下邮寄，拓展门店业务。,,599,1年,商城版,商城版,2
会员社交电商一站式解决方案,全渠道电商零售SaaS一站式解决方案，快速建立品牌/官方自营零售商城，多端商城完美融合，全面覆盖PC/移动端的主流消费人群，PC独立商城/微信商城/手机商城/小程序商城，多种营销工具组合，会员玩法引爆社交电商，提示销售额,电商零售,2999,1年,社交电商一站式解决方案【中国香港节点】,社交电商一站式解决方案【中国香港节点】,2
星座运势,提供十二星座查询，每个星座的今天、明天、本周、本月、本年星座运势查询。,星座运势,0.00198,1年,"198.00元/100,000次",0.00198,0
药品经营许可证,快速办理药品经营许可证,工商财税,6500,1次,个,个,1
PC手机网站建设 公众号小程序定制,企业解决方案。手机网站建设，手机网站制作，PC手机自适应，H5，PHP，ThinkPHP，微擎，公众号建设。,企业展示,13000,1次,网站建设,网站建设,1
网站环境配置,根据客户Web网站环境架构的设计要求进行安装部署，本产品提供Linux、Windows等系统软件环境搭建，支持PHP、ASP、JSP的网站支持环境。免费提供数据备份、主机监控、phpMyAdmin、FTP等服务。,环境配置，安装与设置，系统配置，数据库服务，标准化环境配置,100,1次,网站环境安装,网站环境安装,1
课程预约小程序，老师预约，家教预约，教练预约,课程预约小程序，老师预约，家教预约，教练预约，培训预约，,教育，课程预约，老师预约，培训预约,6800,1年,预约版,预约版,2
保利威云课堂 互动在线课堂 教育培训直播 在线教育 视频直播 直播教学,保利威可提供职业技能培训、K12教育、语言学习等全场景视频解决方案，提供视频加密、音视频连麦、倍速播放、音视频切换、数据统计、二次授课等多项功能，让老师教得更轻松，学员学得更积极。,在线教育，在线课堂，在线教育平台，在线直播课堂,5162.142857,7天,【包月套餐】100并发,【包月套餐】100并发,2
【低至1毛5】银行卡实名认证_银行卡四要素实名认证_银行卡实名认证查询-银行卡认证-银行卡实名认证,【银行卡实名认证-银行卡四要素-银行卡-实名认证-实名核验-银行卡认证-银行卡实名认证查询-实名认证-银行卡认证】验证持卡人银行卡卡号、身份证号码、姓名、手机号的一致性、银行卡信息的真伪性。覆盖全国银联卡，数据与银联同步。有问题随时联系客服,实名认证，银行卡认证，银行卡四要素，银行卡实名认证,0.2,1年,0.20元/1次,0.2,0
小桔智慧众筹,公益、联合众筹,运动，票务，出行,0,7天,小桔智慧众筹,小桔智慧众筹,2
图文短信API-音频短信API-企业彩信API-中昱维信,图文短信接口API，支持图片、音频、视频和文字多媒体展现，三网短信一次对接，3秒极速接入。适用于产品推广、活动促销、营销拉新等场景，支持虚拟运营商短信发送。专注企业短信服务10年运营与技术积累，7x24小时技术服务。,图文短信，彩信群发，音频短信，企业彩信,0.2,1年,100.00元/500次,0.2,0
短视频解决方案—视频微课｜产品介绍｜短视频SDK｜资讯短视频,"短视频sdk解决方案，帮助企业快速搭建类似抖音的企业专属短视频APP。短视频SDK集视频拍摄、编辑、上传、存储、智能审核、分发加速、播放及大数据分析等功能于一体，并支持定制化UI和交互。
适用于【视频微课】【产品介绍短视频】【教育短视频】【新闻短视频】【课堂精彩集锦】等各种场景。",短视频，录播，短视频sdk，云点播，微课,5162.142857,7天,短视频SDK【正式套餐】,短视频SDK【正式套餐】,2
【可待云--在线医疗小程序定制】直播在线视频问诊小程序,帮助传统医疗门诊快速搭建安全稳定的线上问诊服务，医生在线，直播问诊，历史病例查阅，病人库，资料云存储，一对一客服服务，实现高效快速的在线医疗服务。,,190,1次,连锁药店多门店商城,连锁药店多门店商城,1
【106三网营销短信】 营销推广短信/短信接口/短信API/会员短信/短信群发/70字营销短信,短信支持106三网营销短信，低至4.5份每次。本接口适用于新品上线、大促折扣推广、活动通知、订单催付、潜在复购用户、历史成交用户、流失客户短信激活、生日祝福节日问候等场景，广泛适用于各类电商推广、商场超市、汽车4S店等营销和会员关怀诉求。,短信营销，短信，短信接口，验证码，短信API,0.05,1年,5.00元/100次,0.05,0
菜虫网络·智慧餐厅（单店版）餐饮外卖小程序,类似于美团、大众点评，具有排队、预约、点餐及点评功能，扫码即可点餐，无需服务员参与，下单自动出票。随着“附近的小程序”功能的推出，小程序成为餐饮行业重要的客户流量渠道。,外卖，餐饮，扫码买单，扫码点餐，排队,8273.333333,30天,一年正式版,一年正式版,2
菜虫网络·微预约小程序（专家版）,针对美业，健康，培训等行业专家技师推出的预约服务小程序，通过全方位的展示专家技师的服务特色和内容，使用户直观的了解服务详情，一键预约专家技师。后台支持添加连锁店模式，使用更多分店帮助商家打通连锁店线上服务，统一管理和运营，结合会员营销提升商家利润，提升行业竞争力，实现业绩增长！ ,教育，摄影，美业，预约，美发,8273.333333,30天,一年正式版,一年正式版,2
菜虫网络·微预约小程序（服务版）,预约模块是为服务行业量身定做的模块，线下实体店可以在线上多层次全面展示服务项目，用户可以直接在线上进行服务预约并支付订金。服务结束后，用户可以对服务进行评价和打分。,摄影，美业，预约，美发，婚纱,3650,30天,一年正式版,一年正式版,2
分销商城小程序开发，三级分销商城开发,分销商城，分销商城小程序，二级分销，三级分销。分销规则可根据需求定制。,,19800,1次,分销商城,分销商城,1
（调试简便，99%准确率）机动车销售发票识别API-购车发票-深源恒际科技有限公司,【AI技术：购车发票OCR识别】支持11项可识别字段：开票日期、机打号码、机打代码、发票号码、发票代码、车架号、价税合计（大写）、价税合计（小写）、税率、税额、不含税价。知名汽车厂商经销商都在用，质量有保障,图像识别，OCR，机动车销售发票，购车发票辨别真伪，汽车经销商销售发票识别,0.16,1年,80.00元/500次,0.16,0
电商行业  新品发布营销吸粉游戏专属,我问你答，投其所好，引爆新品销量。,电商，零售，小程序商城，问卷，新品发布,2980,1年,电商+问卷+礼品卡,电商+问卷+礼品卡,2
【腾讯云客户免费专属】CRM客户管理系统,【无套路、不限制】IT链CRM客户管理系统，迅速提升企业盈利能力30%！没有任何员工数量限制，客户限制。,CRM，进销存，客户管理系统,5999,1年,本地部署（永久）,本地部署（永久）,2
微滴轻站拖拽式零代码建站,智能DIY拖拽式设计，模块化、无代码快速建站。多行业应用：预约系统、查询系统、调查问卷、手机官网、疫情登记、证书生成轻松应对。,企业官网，小程序官网，diy建站，移动建站,1900,1年,2年,2年,2
智能法律咨询平台建设，法律咨询门户系统定制开发，法律咨询服务平台搭建、在线法律咨询网站设计制作,法律咨询平台、法律咨询系统、智能法律咨询平台、在线法律咨询平台、法律咨询门户系统、法律咨询服务系统、在线法律咨询网站，提升客户对律师品牌的认可，助力法律企业获取案源,其他网站定制,16800,1年,标准版,标准版,2
  EKS 64 bits Tencent,2.5.9,Docker容器,0,-1,-1,-1,
资讯论坛\企业新闻\行业头条\社区消息小程序,定制开发各种小程序，根据甲方需求定制开发,生活服务，小程序开发，同城信息，资讯论坛，新闻热点,200,1次,产品咨询,产品咨询,1
宜春公司注册代办工商营业执照个体户申请注册公司宜春可上门取资料就近工商执照代办理注册宜春公司,"本款宜春公司注册代办工商营业执照个体户申请注册公司宜春可上门取资料就近工商执照代办理注册宜春公司咨询服务商品，支持上门取资料，就近工商办理，部分地区业务不支持办理，详情请咨询客服，谢谢！
",宜春公司注册，公司注册宜春，宜春注册公司，注册宜春公司，注册公司宜春,0.12,1次,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
文章/详情页设计,文章详情页设计,,100,1次,初级（修改排版）,初级（修改排版）,1
项目远程培训,通过远程协作软件（向日葵等）进行远程教学培训服务,,100,1次,标准版,标准版,1
H5一物一码拆盲盒系统开发,"H5一物一码拆盲盒系统开发
",,15000,1次,公众号,公众号,1
株洲公司注册代办工商营业执照个体户申请注册公司株洲可上门取资料就近工商执照代办理注册株洲公司,本款株洲公司注册代办工商营业执照个体户申请注册公司株洲可上门取资料就近工商执照代办理注册株洲公司咨询服务商品，支持上门取资料，就近工商办理，如有疑问，请咨询客服，谢谢！,,0.1,1次,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
社交电商分销会员营销拼团微商城小程序分销商城购系统公众号app,"白小极Saas服务覆盖各行业微信小程序、公众号、APP，提供全方位的小程序成新解决方案主要包括电商、o2o服务、餐饮外卖、预约排队、运动健身、婚纱摄影等。
",电商，零售，分销，微商城,175200,10天,体验版,体验版,2
加密输入法 信息加密 端到端加密 支持主流社交通讯软件 支持私有部署,"加密输入法是一款解决移动智能终端上通讯隐私秘密的专业级安全产品，解决个人或者团体用户日常文字、语音、等各类第三方即时通讯信息在输入、传输等环节实现全流程安全、闭环管理，确保通讯信息只在确定的人员中安全流转，有效防止第三方输入法窃取、即时通讯工具信息泄漏。
",定制APP,0,1次,咨询,咨询,1
全国食品经营许可证,食品生产许可证，价格透明，流程简单，提供专业一对一服务,资质许可，资质认证,3000,1次,食品经营许可证,食品经营许可证,1
淄博公司注册代办工商营业执照个体户申请注册公司淄博可上门取资料就近工商执照代办理注册淄博公司,本款淄博公司注册代办工商营业执照个体户申请注册公司淄博可上门取资料就近工商执照代办理注册淄博公司咨询服务商品，支持上门取资料，就近工商办理，部分地区业务不支持办理，详情请咨询客服，谢谢！,淄博公司注册，淄博营业执照代办，淄博代办执照，淄博工商执照代办，注册淄博公司,0.12,1次,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
小程序开发 小程序 培训小程序 旅游小程序开发 公司小程序 小程序开发 商城自营小程序 ,"微信小程序风口 掀起移动互联网流量风暴.小程序成为新一轮线上营销利器,借力10亿微信用户,小程序用户持续增长,市场空间巨大.轻量级应用优质用户体验 产品体验更流畅 极大程度降低转化损耗 、垂直解决方案 总有一款适合你! 让每个企业都拥有自己的小程序.",小程序商城,5500,1次,年付,年付,1
CPU占用率100% 数据库响应慢 网站打不开 内存使用过高 服务无法启动 流量进程异常 故障排查,网站故障排查，系统故障排查，系统升级，内核、软件包等漏洞修复，参数优化，系统限制，中间件优化，数据库故障排查，业务卡顿，查询慢，系统安全防护，数据库安全防护，信息安全故障修复，数据异常修复，渗透漏扫等等。,程序优化，故障排除,450,1次,故障排查,故障排查,1
全国企业工商数据查询-企业工商数据详情分析-企业工商数据实时更新,全国2亿+企业工商数据查询，全量数据日更新（主要包含企业名称、纳税人识别号、注册日期、注册资本、注册地址、所属行业、企业电话、企业邮箱、经营范围等30+维度信息），适用于PC网站、APP、CRM、小程序等平台。也支持批量导出！,数据服务，企业查询，企业工商数据，数据采集，数据可视化分析,0.057143,1年,"200.00元/3,500次",0.057143,0
滨州公司注册代办工商营业执照个体户申请注册公司滨州可上门取资料就近工商执照代办理注册滨州公司,本款滨州公司注册代办工商营业执照个体户申请注册公司滨州可上门取资料就近工商执照代办理注册滨州公司咨询服务商品，支持上门取资料，就近工商办理，部分地区业务不支持办理，详情请咨询客服，谢谢！,滨州公司注册，滨州代办工商执照，注册滨州公司，滨州代办营业执照，滨州代办执照,0.11,1次,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
工商数据不限量查询年费包,"全国8000多万企业工商+1.3亿个体数据全年不限次数查询（每秒并发不超过3次）。适用于公共网站、内部系统、移动APP用于工商信息展示，信息比对、开票信息验证补全等功能，数据覆盖全国企业、个体工商户，按天更新。
详细请咨询联系：13683574523（王先生）",企业工商数据检索，企业工商数据实时更新，工商数据不限量查询，企业工商数据免费查询，全国工商数据查询,80000,1次,不限次数/年,不限次数/年,1
工单_工单系统,"工单系统，也叫客诉反馈平台，提供了对工单的全生命周期管理，包括创建工单，审批工单，标记工单，处理工单，评价工单，归档工单等，从问题的提出、标记、流转、处理、评价，到归档的流程。
",表单，工单系统，流程，工单，客诉反馈,80000,1次,无限制人数版,无限制人数版,1
北京企业工商数据查询-北京企业工商数据实时更新,"北京企业工商数据查询，全量数据日更新（主要包含企业名称、纳税人识别号、注册日期、注册资本、注册地址、所属行业、企业电话、企业邮箱、经营范围等30+维度信息），适用于PC网站、APP、CRM、小程序等平台。也支持批量导出！
",企业知识产权，北京企业工商数据查询，北京工商数据更新，北京工商数据查询,0.057143,1年,"200.00元/3,500次",0.057143,0
自媒体账号代运营 自媒体推广 抖音代运营 微博公众号代运营 今日头条代运营 微信公众号代运营自媒体账,1.行业热门内容创作、2.提高粉丝粘性、3.促进转化、4.增加品牌账号曝光,公众号营销推广，公众号代运营，自媒体账号代运营，自媒体推广,0,1次,咨询,咨询,1
数据库管理 CloudBeaver,Websoft9提供的CloudBeaver镜像，预装了 CloudBeaver 社区版22.3.1，可在云服务器上一键部署。CloudBeaver 是开源的 Web 数据库可视化管理工具。它基于Docker构建，订阅此产品，您可以获得升级、变更、维护、救援等免费的技术支持服务。,,0,-1,-1,-1,
数字化营销平台·营销云开放平台,开放平台版营销云开放内容/活动编辑和数据能力，通过插件接入，补充企业能力，帮助构建企业数字化内容管理中心，为企业业务闭环提供支持。,,0,-1,-1,-1,
【爆款特惠】身份证实名认证_身份证二要素核验_姓名+号码核验_悦保科技,【限时活动】身份证二要素核验接口，身份证实名认证，输入姓名、身份证号码两项数据进行验证，并返回验证结果；数据源权威准确，实时核验，稳定性强，毫秒响应，100%可靠。,,0.02,1年,2.00元/100次,0.02,0
销售车型全车件查询,通过功能分组的方式检索一个车型的全车件信息。可以通过车型ID或者VIN进行查询。,销售车型，VIN，OE号，汽车配件，配件后市场,0.0312,1年,"624.00元/20,000次",0.0312,0
WAF接入 WEB应用防火墙配置 高防IP配置 产品咨询,配置腾讯云产品，WEB应用防火墙、WAF防火墙、高防IP、DDOS防护产品、CDN产品配置、OSS产品配置，多名运维工程师7*24小时为您的业务保驾护航。,,100,1次,WEB应用防火墙配置,WEB应用防火墙配置,1
伙伴云医药行业CRM,适用于医药销售行业的客户管理及仪器销售部分的业务管理。提供客户管理、商机管理、各类申请管理、合同管理、收款管理、统计分析等功能。解决客户管理混乱、业务流转不通畅以及各环节数据不透明等问题，提供全客户管理和仪器销售的全流程业务管理。,企业管理，行业软件，工具软件，医药行业，客户管理,0,1年,创业版,创业版,2
wordpress-lighthouse集成插件镜像v1.2.0,WordPress的lighthouse集成环境，同时集成了腾讯云插件，快速安装部署WordPress,PHP，Nginx,0,-1,-1,-1,
数据库优化 网站调优,数据恢复，数据找回，删除数据，重要数据恢复，数据库优化，网站提速神器，数据库重构，表修复，表结构修复，数据库修复。全程保全数据的修复方案，数据库修复，数据结构修改，数据表修复，数据表处理，数据导出,数据库优化，性能调优，站点设置，架构优化，程序优化,1100,1次,挖矿病毒,挖矿病毒,1
【国际SMS】东南亚91（印度）方向国际短信,专业短信平台，短信接口对接API服务，短信验证码专用通道，电信级运维保障，3秒可达，99.99％到达率。,,0.024,1年,"120.00元/5,000次",0.024,0
【微云易客来店新零售电商解决方案】合伙分销/多维营销工具/限时秒杀/多人拼团/商品囤货/商品预售/合,"合伙分销、多维营销工具 助力新零售电商扩大私域
",,2800,1年,会员制2年版,会员制2年版,2
PHP定制二次开发功能添加维护代码优化PHP加密授权绑定域名,各类型网站定制开发、二次开发、代码优化、技术疑难解答、技术服务咨询。,网站开发，代码优化，php技术支持，加密授权,50,1次,技术咨询指导/小时,技术咨询指导/小时,1
等保测评服务 等保2.0全套解决方案,君云时代等保2.0测评全套方案帮助用户快速、省心、安心通过等保合规测评。联合各地测评机构，为用户构建合法合规、重点突出、节约成本、符合实际的安全保障体系，同时提供“整体防护，动态对抗”的等保2.0安全解决方案。【下单后，请联系客服进行人工交付】,,10000,1次,二级测评,二级测评,1
